date,year,month,day_of_week,day_name,season,location,pm25,pm10,no2,co,so2,o3,temperature,humidity,wind_speed,rainfall_mm,aqi,aqi_category
2020-08-13,2020,8,3,Thursday,Dry,Bhunya,19.13,34.99,19.95,0.612,6.24,28.92,15.2,48.8,4.8,0.73,66,Moderate
2020-08-14,2020,8,4,Friday,Dry,Bhunya,19.75,36.83,13.99,0.626,5.05,25.33,17.0,33.6,2.6,0.0,67,Moderate
2020-08-15,2020,8,5,Saturday,Dry,Bhunya,16.53,30.02,11.76,0.48,5.15,25.4,23.5,48.8,3.0,0.02,60,Moderate
2020-08-16,2020,8,6,Sunday,Dry,Bhunya,14.69,34.04,11.29,0.401,5.43,25.85,12.4,55.0,3.7,0.25,56,Moderate
2020-08-17,2020,8,0,Monday,Dry,Bhunya,17.21,31.08,15.75,0.61,5.9,28.81,15.3,36.8,3.4,0.19,62,Moderate
2020-08-18,2020,8,1,Tuesday,Dry,Bhunya,16.66,30.34,16.7,0.682,7.88,27.34,14.4,29.9,5.4,0.38,61,Moderate
2020-08-19,2020,8,2,Wednesday,Dry,Bhunya,21.29,38.73,16.3,0.732,5.58,26.99,14.3,36.5,2.3,0.01,70,Moderate
2020-08-20,2020,8,3,Thursday,Dry,Bhunya,18.7,38.01,18.34,0.688,7.95,24.75,22.7,29.2,3.0,0.11,65,Moderate
2020-08-21,2020,8,4,Friday,Dry,Bhunya,20.89,37.94,16.64,0.652,6.7,26.38,13.3,52.9,2.7,0.37,69,Moderate
2020-08-22,2020,8,5,Saturday,Dry,Bhunya,13.8,26.36,13.94,0.54,5.6,27.74,12.1,45.4,3.3,0.7,55,Moderate
2020-08-23,2020,8,6,Sunday,Dry,Bhunya,14.64,31.47,12.08,0.578,5.62,28.51,18.6,38.3,3.9,0.53,56,Moderate
2020-08-24,2020,8,0,Monday,Dry,Bhunya,19.23,34.33,15.23,0.58,6.83,26.02,14.2,35.4,1.1,0.02,66,Moderate
2020-08-25,2020,8,1,Tuesday,Dry,Bhunya,21.66,45.0,18.99,0.578,5.74,28.55,22.6,36.3,1.9,1.0,71,Moderate
2020-08-26,2020,8,2,Wednesday,Dry,Bhunya,19.18,36.37,18.93,0.602,5.43,25.57,15.2,51.1,1.3,0.55,66,Moderate
2020-08-27,2020,8,3,Thursday,Dry,Bhunya,19.17,38.7,19.02,0.492,7.31,28.74,19.0,51.6,2.5,0.25,66,Moderate
2020-08-28,2020,8,4,Friday,Dry,Bhunya,21.26,37.03,15.26,0.568,6.55,28.23,12.6,37.5,3.0,0.29,70,Moderate
2020-08-29,2020,8,5,Saturday,Dry,Bhunya,16.29,28.46,12.0,0.501,5.14,29.09,14.8,49.2,1.5,0.16,60,Moderate
2020-08-30,2020,8,6,Sunday,Dry,Bhunya,16.14,26.46,12.58,0.595,5.1,26.56,13.4,37.1,2.3,0.17,59,Moderate
2020-08-31,2020,8,0,Monday,Dry,Bhunya,19.34,40.68,17.94,0.653,6.86,28.39,19.3,22.9,2.7,0.69,66,Moderate
2020-09-01,2020,9,1,Tuesday,Dry,Bhunya,18.2,36.0,13.75,0.489,7.2,25.4,23.0,59.9,3.3,0.44,64,Moderate
2020-09-02,2020,9,2,Wednesday,Dry,Bhunya,19.73,38.44,19.14,0.461,5.45,27.62,22.6,67.9,3.7,0.66,67,Moderate
2020-09-03,2020,9,3,Thursday,Dry,Bhunya,16.89,30.31,16.67,0.534,7.6,27.02,28.5,60.1,4.5,0.12,61,Moderate
2020-09-04,2020,9,4,Friday,Dry,Bhunya,16.67,29.27,14.88,0.575,7.81,23.84,24.7,57.8,3.2,0.02,61,Moderate
2020-09-05,2020,9,5,Saturday,Dry,Bhunya,13.08,26.35,13.73,0.454,5.7,22.64,28.5,64.3,3.6,0.78,53,Moderate
2020-09-06,2020,9,6,Sunday,Dry,Bhunya,15.2,29.43,14.24,0.506,5.15,27.37,22.2,42.7,1.9,0.12,58,Moderate
2020-09-07,2020,9,0,Monday,Dry,Bhunya,19.11,35.68,14.32,0.505,6.46,27.31,21.6,53.4,1.9,0.22,66,Moderate
2020-09-08,2020,9,1,Tuesday,Dry,Bhunya,21.33,40.3,19.76,0.576,5.99,23.16,21.0,46.0,2.4,0.86,70,Moderate
2020-09-09,2020,9,2,Wednesday,Dry,Bhunya,14.17,26.58,16.04,0.672,6.78,27.45,16.4,65.2,3.9,3.15,55,Moderate
2020-09-10,2020,9,3,Thursday,Dry,Bhunya,19.34,37.64,18.26,0.465,7.27,27.76,25.9,41.4,2.0,0.09,66,Moderate
2020-09-11,2020,9,4,Friday,Dry,Bhunya,19.56,37.21,13.54,0.458,7.18,25.68,24.9,58.2,1.6,0.18,67,Moderate
2020-09-12,2020,9,5,Saturday,Dry,Bhunya,16.29,28.21,14.75,0.424,5.87,28.59,22.5,50.9,2.0,0.95,60,Moderate
2020-09-13,2020,9,6,Sunday,Dry,Bhunya,15.25,29.49,11.59,0.326,5.79,27.28,21.2,49.0,2.0,0.9,58,Moderate
2020-09-14,2020,9,0,Monday,Dry,Bhunya,13.66,28.12,17.96,0.594,5.83,28.94,25.8,63.9,3.5,2.39,54,Moderate
2020-09-15,2020,9,1,Tuesday,Dry,Bhunya,18.88,34.68,11.54,0.527,9.09,29.03,18.1,50.6,3.4,0.6,65,Moderate
2020-09-16,2020,9,2,Wednesday,Dry,Bhunya,20.0,36.37,16.79,0.591,7.91,30.23,21.0,39.1,4.2,0.88,68,Moderate
2020-09-17,2020,9,3,Thursday,Dry,Bhunya,15.52,29.79,17.25,0.561,6.47,26.97,19.9,72.8,4.5,0.42,58,Moderate
2020-09-18,2020,9,4,Friday,Dry,Bhunya,19.29,37.19,20.02,0.532,6.73,28.17,21.1,63.4,3.1,0.11,66,Moderate
2020-09-19,2020,9,5,Saturday,Dry,Bhunya,14.21,26.24,13.92,0.439,5.15,24.67,22.4,58.7,3.6,0.37,55,Moderate
2020-09-20,2020,9,6,Sunday,Dry,Bhunya,14.26,26.45,14.52,0.493,5.05,26.31,23.0,47.6,3.2,0.05,56,Moderate
2020-09-21,2020,9,0,Monday,Dry,Bhunya,19.34,37.7,14.37,0.531,6.79,25.36,20.7,50.9,2.4,1.35,66,Moderate
2020-09-22,2020,9,1,Tuesday,Dry,Bhunya,18.65,34.7,18.58,0.533,5.59,22.6,26.2,76.8,2.7,0.15,65,Moderate
2020-09-23,2020,9,2,Wednesday,Dry,Bhunya,16.75,29.76,17.12,0.486,6.8,27.47,25.8,66.6,3.0,0.23,61,Moderate
2020-09-24,2020,9,3,Thursday,Dry,Bhunya,20.73,35.68,21.09,0.515,6.5,27.7,27.4,32.6,2.8,0.19,69,Moderate
2020-09-25,2020,9,4,Friday,Dry,Bhunya,12.41,24.22,15.13,0.567,7.52,26.24,21.9,60.2,3.1,3.16,52,Moderate
2020-09-26,2020,9,5,Saturday,Dry,Bhunya,14.27,27.39,13.92,0.424,5.08,25.5,21.6,44.7,4.1,0.42,56,Moderate
2020-09-27,2020,9,6,Sunday,Dry,Bhunya,13.84,26.93,15.3,0.373,4.54,29.6,25.3,85.0,1.3,2.43,55,Moderate
2020-09-28,2020,9,0,Monday,Dry,Bhunya,22.95,41.69,14.13,0.535,6.74,27.14,16.0,63.3,2.4,0.16,74,Moderate
2020-09-29,2020,9,1,Tuesday,Dry,Bhunya,15.14,27.91,17.52,0.452,6.27,26.1,23.4,54.8,4.9,1.62,57,Moderate
2020-09-30,2020,9,2,Wednesday,Dry,Bhunya,21.43,40.39,14.74,0.633,6.42,26.44,16.2,48.2,1.6,0.91,71,Moderate
2020-10-01,2020,10,3,Thursday,Wet,Bhunya,10.22,18.55,10.84,0.443,4.8,38.76,26.1,67.9,4.1,5.58,43,Moderate
2020-10-02,2020,10,4,Friday,Wet,Bhunya,11.8,23.85,13.55,0.481,4.87,36.73,21.9,74.7,3.5,4.22,49,Moderate
2020-10-03,2020,10,5,Saturday,Wet,Bhunya,8.19,12.24,8.66,0.312,4.11,39.41,21.7,80.8,4.9,7.27,34,Good
2020-10-04,2020,10,6,Sunday,Wet,Bhunya,9.95,19.8,10.09,0.328,3.09,39.12,26.8,82.4,4.5,0.96,41,Good
2020-10-05,2020,10,0,Monday,Wet,Bhunya,10.18,20.88,11.35,0.392,4.03,43.59,22.9,58.9,6.4,1.86,42,Moderate
2020-10-06,2020,10,1,Tuesday,Wet,Bhunya,13.46,27.16,10.22,0.408,6.11,40.91,33.9,92.9,5.3,2.34,54,Moderate
2020-10-07,2020,10,2,Wednesday,Wet,Bhunya,9.45,16.7,13.11,0.431,4.83,36.13,28.5,82.8,5.1,4.41,39,Good
2020-10-08,2020,10,3,Thursday,Wet,Bhunya,10.15,17.95,14.21,0.479,5.06,36.77,17.3,62.7,3.7,2.15,42,Moderate
2020-10-09,2020,10,4,Friday,Wet,Bhunya,12.59,26.7,12.45,0.433,3.4,48.2,32.2,86.4,4.9,1.56,52,Moderate
2020-10-10,2020,10,5,Saturday,Wet,Bhunya,7.85,15.06,11.07,0.261,3.38,41.44,27.7,82.5,4.3,15.82,33,Good
2020-10-11,2020,10,6,Sunday,Wet,Bhunya,8.33,14.64,10.37,0.342,3.67,33.84,29.3,79.2,4.5,4.83,35,Good
2020-10-12,2020,10,0,Monday,Wet,Bhunya,12.5,22.61,13.31,0.431,5.2,37.03,25.2,66.0,4.4,6.08,52,Moderate
2020-10-13,2020,10,1,Tuesday,Wet,Bhunya,14.68,29.03,11.28,0.382,5.47,35.53,26.3,71.0,3.2,1.0,56,Moderate
2020-10-14,2020,10,2,Wednesday,Wet,Bhunya,10.94,18.51,10.95,0.462,4.65,40.48,29.4,70.2,5.5,2.21,46,Moderate
2020-10-15,2020,10,3,Thursday,Wet,Bhunya,8.29,14.13,9.06,0.41,4.56,39.11,24.2,76.5,7.9,1.54,35,Good
2020-10-16,2020,10,4,Friday,Wet,Bhunya,12.38,27.26,13.56,0.374,3.14,41.15,25.2,67.0,4.4,0.22,52,Moderate
2020-10-17,2020,10,5,Saturday,Wet,Bhunya,9.94,18.07,11.28,0.351,4.5,37.48,28.0,72.0,4.7,0.84,41,Good
2020-10-18,2020,10,6,Sunday,Wet,Bhunya,9.35,19.98,10.79,0.311,4.31,42.82,24.8,93.8,4.9,6.93,39,Good
2020-10-19,2020,10,0,Monday,Wet,Bhunya,10.29,16.63,13.1,0.382,5.24,45.31,29.5,79.6,4.2,0.07,43,Moderate
2020-10-20,2020,10,1,Tuesday,Wet,Bhunya,8.85,16.82,13.23,0.397,5.98,38.88,24.4,69.3,5.3,8.93,37,Good
2020-10-21,2020,10,2,Wednesday,Wet,Bhunya,13.86,28.61,12.5,0.437,4.79,33.28,25.3,81.6,2.6,3.4,55,Moderate
2020-10-22,2020,10,3,Thursday,Wet,Bhunya,8.5,15.07,12.12,0.488,4.25,35.5,30.9,59.0,5.8,5.37,35,Good
2020-10-23,2020,10,4,Friday,Wet,Bhunya,11.35,20.08,12.35,0.437,4.67,44.23,32.4,76.6,5.1,1.12,47,Moderate
2020-10-24,2020,10,5,Saturday,Wet,Bhunya,7.43,13.87,11.4,0.305,4.68,38.25,31.0,73.5,4.6,2.82,31,Good
2020-10-25,2020,10,6,Sunday,Wet,Bhunya,11.87,24.87,10.12,0.308,4.79,49.12,28.6,67.3,1.1,1.69,49,Moderate
2020-10-26,2020,10,0,Monday,Wet,Bhunya,25.44,50.48,12.83,0.44,3.9,36.49,29.4,83.4,7.2,5.69,79,Unhealthy
2020-10-27,2020,10,1,Tuesday,Wet,Bhunya,12.7,25.86,13.05,0.383,5.48,34.54,27.4,82.3,4.0,2.19,52,Moderate
2020-10-28,2020,10,2,Wednesday,Wet,Bhunya,12.85,27.09,12.66,0.382,5.22,44.54,30.1,79.9,3.7,0.39,53,Moderate
2020-10-29,2020,10,3,Thursday,Wet,Bhunya,10.87,20.91,12.03,0.343,5.53,38.3,32.0,73.4,5.8,3.25,45,Moderate
2020-10-30,2020,10,4,Friday,Wet,Bhunya,11.84,23.49,12.68,0.421,5.63,37.57,18.2,92.6,6.2,1.02,49,Moderate
2020-10-31,2020,10,5,Saturday,Wet,Bhunya,6.54,11.56,9.25,0.312,3.96,37.98,30.2,75.6,5.5,9.79,27,Good
2020-11-01,2020,11,6,Sunday,Wet,Bhunya,5.5,10.5,7.61,0.294,3.92,38.59,22.2,72.0,6.8,12.36,23,Good
2020-11-02,2020,11,0,Monday,Wet,Bhunya,10.82,20.28,13.71,0.423,5.59,39.53,28.6,76.9,4.3,0.43,45,Moderate
2020-11-03,2020,11,1,Tuesday,Wet,Bhunya,9.68,18.33,12.92,0.427,5.77,40.98,30.7,78.4,4.5,6.22,40,Good
2020-11-04,2020,11,2,Wednesday,Wet,Bhunya,10.38,17.81,12.39,0.406,5.16,38.98,24.4,78.3,5.6,2.91,43,Moderate
2020-11-05,2020,11,3,Thursday,Wet,Bhunya,9.03,17.87,12.58,0.368,4.59,42.88,27.1,72.8,5.4,5.28,38,Good
2020-11-06,2020,11,4,Friday,Wet,Bhunya,12.43,23.59,12.08,0.407,4.97,42.96,28.0,73.7,3.7,3.58,52,Moderate
2020-11-07,2020,11,5,Saturday,Wet,Bhunya,9.37,18.32,11.27,0.304,4.52,40.3,25.0,70.2,1.6,7.9,39,Good
2020-11-08,2020,11,6,Sunday,Wet,Bhunya,6.66,14.08,9.81,0.309,3.56,41.33,32.3,83.0,7.0,4.63,28,Good
2020-11-09,2020,11,0,Monday,Wet,Bhunya,11.89,22.83,13.02,0.462,5.15,36.66,17.6,71.4,3.9,0.22,50,Moderate
2020-11-10,2020,11,1,Tuesday,Wet,Bhunya,10.28,18.72,10.83,0.46,4.84,40.46,33.8,64.9,5.7,0.21,43,Moderate
2020-11-11,2020,11,2,Wednesday,Wet,Bhunya,7.07,13.73,12.77,0.447,4.39,40.89,21.4,76.9,7.6,10.99,29,Good
2020-11-12,2020,11,3,Thursday,Wet,Bhunya,11.21,22.8,12.9,0.436,4.14,37.3,28.9,70.8,5.3,3.46,47,Moderate
2020-11-13,2020,11,4,Friday,Wet,Bhunya,11.02,22.05,11.64,0.374,4.65,38.99,23.8,73.4,5.5,2.39,46,Moderate
2020-11-14,2020,11,5,Saturday,Wet,Bhunya,7.63,15.35,8.9,0.3,4.14,37.75,25.5,58.3,4.3,17.29,32,Good
2020-11-15,2020,11,6,Sunday,Wet,Bhunya,6.96,13.26,9.79,0.295,4.5,37.75,27.9,66.7,5.2,13.59,29,Good
2020-11-16,2020,11,0,Monday,Wet,Bhunya,12.15,23.18,11.52,0.425,5.2,41.67,26.8,75.1,2.6,0.02,51,Moderate
2020-11-17,2020,11,1,Tuesday,Wet,Bhunya,7.56,14.72,12.46,0.412,4.05,37.62,28.5,65.7,4.3,23.23,32,Good
2020-11-18,2020,11,2,Wednesday,Wet,Bhunya,10.26,20.65,15.15,0.41,5.1,39.07,27.0,72.9,8.2,1.29,43,Moderate
2020-11-19,2020,11,3,Thursday,Wet,Bhunya,7.77,15.82,11.94,0.394,4.46,38.73,30.2,71.0,4.5,13.19,32,Good
2020-11-20,2020,11,4,Friday,Wet,Bhunya,10.51,21.5,11.26,0.382,6.01,39.48,31.3,62.5,3.2,3.23,44,Moderate
2020-11-21,2020,11,5,Saturday,Wet,Bhunya,9.86,19.37,9.91,0.316,3.83,35.9,24.1,74.4,3.4,2.14,41,Good
2020-11-22,2020,11,6,Sunday,Wet,Bhunya,9.03,17.98,10.02,0.33,4.24,38.52,27.0,74.5,3.2,5.46,38,Good
2020-11-23,2020,11,0,Monday,Wet,Bhunya,8.85,16.46,12.7,0.359,4.21,37.88,24.1,70.5,7.2,7.44,37,Good
2020-11-24,2020,11,1,Tuesday,Wet,Bhunya,14.12,25.37,13.83,0.386,5.48,37.59,26.6,66.1,2.8,1.54,55,Moderate
2020-11-25,2020,11,2,Wednesday,Wet,Bhunya,8.44,13.78,11.19,0.453,4.52,40.82,22.4,59.8,4.0,14.01,35,Good
2020-11-26,2020,11,3,Thursday,Wet,Bhunya,9.16,18.73,12.8,0.342,6.04,41.95,23.7,91.2,6.2,6.0,38,Good
2020-11-27,2020,11,4,Friday,Wet,Bhunya,9.86,18.04,13.37,0.416,4.96,43.47,20.3,64.3,5.0,2.19,41,Good
2020-11-28,2020,11,5,Saturday,Wet,Bhunya,9.98,18.21,8.25,0.317,3.55,40.77,25.8,61.6,3.1,0.78,42,Good
2020-11-29,2020,11,6,Sunday,Wet,Bhunya,7.62,13.75,9.62,0.36,3.95,36.53,26.2,91.1,5.4,4.14,32,Good
2020-11-30,2020,11,0,Monday,Wet,Bhunya,9.15,18.41,13.81,0.408,5.41,42.5,27.5,88.3,5.0,12.96,38,Good
2020-12-01,2020,12,1,Tuesday,Wet,Bhunya,10.22,18.79,9.63,0.283,4.22,39.74,33.1,85.8,4.0,6.04,43,Moderate
2020-12-02,2020,12,2,Wednesday,Wet,Bhunya,8.27,15.61,11.46,0.35,4.24,38.39,20.8,55.8,3.1,19.81,34,Good
2020-12-03,2020,12,3,Thursday,Wet,Bhunya,7.44,15.72,13.36,0.312,5.63,41.1,27.4,94.7,4.1,15.86,31,Good
2020-12-04,2020,12,4,Friday,Wet,Bhunya,10.8,20.43,11.04,0.367,4.57,42.78,27.0,78.9,3.0,3.32,45,Moderate
2020-12-05,2020,12,5,Saturday,Wet,Bhunya,5.28,9.6,8.18,0.289,3.43,39.3,36.6,95.2,5.3,12.78,22,Good
2020-12-06,2020,12,6,Sunday,Wet,Bhunya,5.92,10.84,7.71,0.298,3.61,43.42,29.3,50.7,5.3,10.36,25,Good
2020-12-07,2020,12,0,Monday,Wet,Bhunya,7.41,13.69,11.31,0.393,4.0,41.09,29.2,64.1,7.2,2.63,31,Good
2020-12-08,2020,12,1,Tuesday,Wet,Bhunya,10.1,17.22,9.4,0.374,4.11,36.98,30.2,72.2,5.1,0.18,42,Moderate
2020-12-09,2020,12,2,Wednesday,Wet,Bhunya,10.21,20.17,11.79,0.321,4.85,42.46,35.7,95.0,3.2,4.42,43,Moderate
2020-12-10,2020,12,3,Thursday,Wet,Bhunya,10.59,17.97,10.4,0.43,4.31,47.6,27.8,76.2,6.1,1.59,44,Moderate
2020-12-11,2020,12,4,Friday,Wet,Bhunya,6.75,12.62,9.49,0.352,3.98,40.47,28.1,85.0,8.4,3.54,28,Good
2020-12-12,2020,12,5,Saturday,Wet,Bhunya,3.86,7.39,8.06,0.291,3.54,41.38,24.9,69.1,7.5,24.23,16,Good
2020-12-13,2020,12,6,Sunday,Wet,Bhunya,7.62,15.02,8.87,0.257,3.94,38.75,23.6,69.2,4.0,4.73,32,Good
2020-12-14,2020,12,0,Monday,Wet,Bhunya,13.02,25.1,10.26,0.353,2.9,37.6,25.2,77.2,2.3,0.31,53,Moderate
2020-12-15,2020,12,1,Tuesday,Wet,Bhunya,9.21,19.88,12.74,0.383,3.55,45.28,31.0,73.7,4.9,5.91,38,Good
2020-12-16,2020,12,2,Wednesday,Wet,Bhunya,8.52,15.88,10.85,0.302,4.26,38.98,23.5,78.1,7.3,2.32,36,Good
2020-12-17,2020,12,3,Thursday,Wet,Bhunya,13.16,24.93,10.31,0.366,3.88,39.73,30.4,60.3,1.8,7.68,53,Moderate
2020-12-18,2020,12,4,Friday,Wet,Bhunya,8.57,15.9,9.97,0.347,4.1,40.09,27.9,86.6,3.2,3.6,36,Good
2020-12-19,2020,12,5,Saturday,Wet,Bhunya,6.55,15.62,7.52,0.303,3.36,40.13,33.3,76.7,5.6,2.28,27,Good
2020-12-20,2020,12,6,Sunday,Wet,Bhunya,7.49,13.51,8.16,0.257,3.13,35.26,33.1,87.0,3.5,4.95,31,Good
2020-12-21,2020,12,0,Monday,Wet,Bhunya,9.93,18.76,11.8,0.406,4.24,40.91,27.9,73.4,6.1,1.04,41,Good
2020-12-22,2020,12,1,Tuesday,Wet,Bhunya,11.45,23.4,11.76,0.369,4.07,36.62,25.8,60.6,4.5,0.06,48,Moderate
2020-12-23,2020,12,2,Wednesday,Wet,Bhunya,6.96,14.01,10.67,0.392,3.96,38.13,28.2,76.8,6.4,8.94,29,Good
2020-12-24,2020,12,3,Thursday,Wet,Bhunya,7.32,13.93,9.72,0.397,4.55,43.61,27.4,75.2,4.2,10.24,31,Good
2020-12-25,2020,12,4,Friday,Wet,Bhunya,10.54,19.71,10.45,0.332,4.03,32.86,26.5,82.7,5.3,6.62,44,Moderate
2020-12-26,2020,12,5,Saturday,Wet,Bhunya,7.64,14.86,8.21,0.246,3.58,42.16,27.6,52.7,7.0,1.11,32,Good
2020-12-27,2020,12,6,Sunday,Wet,Bhunya,6.22,10.22,8.35,0.243,2.99,38.39,28.1,74.8,5.5,3.24,26,Good
2020-12-28,2020,12,0,Monday,Wet,Bhunya,9.79,18.11,13.42,0.374,4.14,40.19,31.1,48.1,3.8,3.87,41,Good
2020-12-29,2020,12,1,Tuesday,Wet,Bhunya,10.36,19.41,9.72,0.345,3.8,36.59,28.7,64.3,3.4,5.1,43,Moderate
2020-12-30,2020,12,2,Wednesday,Wet,Bhunya,8.8,18.2,9.62,0.332,4.18,36.03,26.8,89.0,5.9,6.16,37,Good
2020-12-31,2020,12,3,Thursday,Wet,Bhunya,10.46,20.75,9.7,0.343,3.99,38.35,32.2,94.6,4.6,1.94,44,Moderate
2021-01-01,2021,1,4,Friday,Wet,Bhunya,13.33,22.74,11.21,0.337,4.84,40.39,26.4,59.5,4.5,0.09,54,Moderate
2021-01-02,2021,1,5,Saturday,Wet,Bhunya,6.52,13.17,10.32,0.299,3.98,37.1,33.6,77.8,6.2,3.93,27,Good
2021-01-03,2021,1,6,Sunday,Wet,Bhunya,8.91,16.24,9.24,0.319,3.44,43.32,26.9,71.7,4.3,4.59,37,Good
2021-01-04,2021,1,0,Monday,Wet,Bhunya,10.95,18.52,12.11,0.411,4.74,31.09,27.7,78.8,4.1,0.69,46,Moderate
2021-01-05,2021,1,1,Tuesday,Wet,Bhunya,6.9,13.37,13.18,0.371,4.23,38.04,18.1,67.2,7.9,5.74,29,Good
2021-01-06,2021,1,2,Wednesday,Wet,Bhunya,8.52,15.72,13.95,0.366,5.77,38.17,36.5,82.2,5.0,3.05,36,Good
2021-01-07,2021,1,3,Thursday,Wet,Bhunya,10.22,16.28,11.94,0.36,4.47,39.9,26.1,71.2,5.9,0.36,43,Moderate
2021-01-08,2021,1,4,Friday,Wet,Bhunya,8.55,14.75,11.92,0.405,5.2,41.94,30.6,76.2,6.5,4.19,36,Good
2021-01-09,2021,1,5,Saturday,Wet,Bhunya,9.03,16.26,9.47,0.305,3.84,39.35,27.5,66.9,4.4,0.13,38,Good
2021-01-10,2021,1,6,Sunday,Wet,Bhunya,10.55,20.75,9.03,0.274,3.21,37.57,29.5,76.4,3.5,0.28,44,Moderate
2021-01-11,2021,1,0,Monday,Wet,Bhunya,6.84,13.97,10.82,0.381,5.62,46.82,33.7,67.2,4.8,25.86,28,Good
2021-01-12,2021,1,1,Tuesday,Wet,Bhunya,7.76,14.22,12.24,0.394,4.69,37.41,31.7,88.0,5.8,2.87,32,Good
2021-01-13,2021,1,2,Wednesday,Wet,Bhunya,6.29,12.13,10.97,0.334,5.09,45.48,31.7,79.9,6.9,14.68,26,Good
2021-01-14,2021,1,3,Thursday,Wet,Bhunya,10.8,18.47,13.01,0.366,4.95,42.0,26.0,70.9,4.0,6.09,45,Moderate
2021-01-15,2021,1,4,Friday,Wet,Bhunya,6.57,11.9,11.05,0.307,5.69,41.96,31.8,72.3,6.3,15.55,27,Good
2021-01-16,2021,1,5,Saturday,Wet,Bhunya,8.49,16.35,8.72,0.279,3.75,37.85,32.0,73.3,6.0,0.72,35,Good
2021-01-17,2021,1,6,Sunday,Wet,Bhunya,8.39,15.4,8.64,0.254,3.29,33.98,26.9,76.5,4.5,3.7,35,Good
2021-01-18,2021,1,0,Monday,Wet,Bhunya,9.19,16.84,10.04,0.299,4.19,38.98,28.7,80.1,1.6,16.3,38,Good
2021-01-19,2021,1,1,Tuesday,Wet,Bhunya,7.45,15.63,10.11,0.424,4.19,37.78,30.0,88.9,2.9,29.07,31,Good
2021-01-20,2021,1,2,Wednesday,Wet,Bhunya,7.31,13.43,11.53,0.363,4.54,40.23,24.5,78.2,6.2,11.48,30,Good
2021-01-21,2021,1,3,Thursday,Wet,Bhunya,9.59,18.05,11.02,0.391,4.74,39.84,25.9,70.5,4.2,11.3,40,Good
2021-01-22,2021,1,4,Friday,Wet,Bhunya,9.32,18.31,9.85,0.438,3.72,38.69,28.8,85.6,5.7,2.15,39,Good
2021-01-23,2021,1,5,Saturday,Wet,Bhunya,10.15,19.45,8.55,0.26,3.45,36.37,25.6,77.2,4.0,0.31,42,Moderate
2021-01-24,2021,1,6,Sunday,Wet,Bhunya,9.5,16.89,8.66,0.274,3.93,39.01,29.3,69.2,3.9,1.16,40,Good
2021-01-25,2021,1,0,Monday,Wet,Bhunya,5.98,11.32,11.54,0.29,5.08,40.39,30.6,87.4,4.7,38.8,25,Good
2021-01-26,2021,1,1,Tuesday,Wet,Bhunya,9.39,16.42,12.25,0.4,4.51,38.01,19.9,68.7,4.3,12.95,39,Good
2021-01-27,2021,1,2,Wednesday,Wet,Bhunya,8.8,16.81,10.83,0.411,5.03,38.72,31.5,56.5,3.7,17.07,37,Good
2021-01-28,2021,1,3,Thursday,Wet,Bhunya,6.23,12.57,10.19,0.399,4.65,39.39,24.7,88.7,4.9,23.06,26,Good
2021-01-29,2021,1,4,Friday,Wet,Bhunya,8.34,15.75,12.69,0.282,3.35,40.91,26.8,73.3,7.1,4.97,35,Good
2021-01-30,2021,1,5,Saturday,Wet,Bhunya,7.83,15.87,10.7,0.282,4.05,37.69,31.4,64.8,3.8,3.62,33,Good
2021-01-31,2021,1,6,Sunday,Wet,Bhunya,7.79,15.11,6.18,0.258,3.88,41.96,31.0,79.8,4.0,4.8,32,Good
2021-02-01,2021,2,0,Monday,Wet,Bhunya,9.13,17.93,11.68,0.319,4.51,41.77,28.3,73.6,7.6,1.43,38,Good
2021-02-02,2021,2,1,Tuesday,Wet,Bhunya,7.33,12.99,11.95,0.439,4.83,43.58,25.5,73.2,2.4,41.09,31,Good
2021-02-03,2021,2,2,Wednesday,Wet,Bhunya,9.89,17.34,10.99,0.386,4.88,32.97,22.6,65.4,3.8,3.63,41,Good
2021-02-04,2021,2,3,Thursday,Wet,Bhunya,9.39,19.39,11.64,0.351,5.19,40.97,23.5,88.3,6.3,4.23,39,Good
2021-02-05,2021,2,4,Friday,Wet,Bhunya,8.49,15.39,10.98,0.336,4.73,37.76,31.2,84.9,4.3,13.37,35,Good
2021-02-06,2021,2,5,Saturday,Wet,Bhunya,8.86,17.05,8.7,0.213,3.69,39.66,28.1,72.6,5.9,4.84,37,Good
2021-02-07,2021,2,6,Sunday,Wet,Bhunya,6.25,13.4,9.91,0.297,3.46,38.98,23.6,71.8,5.3,5.88,26,Good
2021-02-08,2021,2,0,Monday,Wet,Bhunya,11.55,23.38,10.21,0.469,4.38,44.99,29.6,74.3,4.9,0.01,48,Moderate
2021-02-09,2021,2,1,Tuesday,Wet,Bhunya,10.24,18.06,8.74,0.365,4.57,41.24,24.9,67.4,6.3,1.44,43,Moderate
2021-02-10,2021,2,2,Wednesday,Wet,Bhunya,10.26,18.09,10.08,0.394,4.93,35.45,26.7,85.4,6.2,1.91,43,Moderate
2021-02-11,2021,2,3,Thursday,Wet,Bhunya,31.01,64.39,12.53,0.314,4.55,36.94,32.6,87.1,5.8,0.26,91,Unhealthy
2021-02-12,2021,2,4,Friday,Wet,Bhunya,13.38,25.41,13.72,0.398,5.25,36.15,23.3,72.8,4.3,0.7,54,Moderate
2021-02-13,2021,2,5,Saturday,Wet,Bhunya,9.05,17.4,8.23,0.32,3.09,41.44,29.1,67.7,4.7,1.85,38,Good
